First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview Score
Kelly,Willis,stephanie71@example.net,Ecuador,2020-03-16,0,Junior,C++,5.2,9.3
Hannah,Price,vcoleman@example.org,Mexico,2024-08-11,6,Senior,JavaScript,0.1,9.7
Jeffrey,Davis,gracestewart@example.org,Brazil,2021-10-24,6,Mid,Data Engineering,4.5,2.2
Stephanie,Irwin,jennifer23@example.org,Argentina,2021-06-08,3,Senior,Python,2.0,9.7
Jennifer,Payne,david18@example.com,USA,2022-10-14,14,Junior,JavaScript,8.5,5.9
Casey,Stewart,marydoyle@example.net,Mexico,2024-08-05,13,Mid,Python,9.6,4.6
Robert,Jackson,christopherhill@example.com,Colombia,2023-10-24,12,Lead,Python,8.1,0.1
Destiny,Wilkerson,hartashley@example.org,Brazil,2023-07-04,10,Mid,Data Engineering,1.5,1.2
Benjamin,Duncan,michellecarroll@example.org,Brazil,2022-12-20,9,Junior,Java,0.2,1.6
Robert,Pham,markwilson@example.org,USA,2020-11-18,10,Senior,Python,4.6,3.8
Tiffany,Bryant,robertsjanice@example.net,USA,2024-03-28,1,Lead,Java,2.1,3.5
Jessica,Williams,william76@example.net,Argentina,2024-04-01,6,Senior,Data Engineering,4.0,9.1
Lindsay,Silva,colebrian@example.org,Argentina,2022-08-16,0,Lead,Python,2.7,5.1
Kara,Vargas,julie67@example.com,USA,2024-11-21,12,Junior,SQL,2.9,7.3
Peter,Owens,cwilliams@example.net,Ecuador,2020-08-25,5,Mid,C++,7.5,9.1
Laura,Sellers,pattersonmckenzie@example.com,Argentina,2024-11-14,2,Senior,Java,2.3,7.5
Christopher,Stone,michael52@example.net,Brazil,2020-03-06,6,Junior,SQL,9.3,4.5
Brendan,Olson,floydmary@example.com,Ecuador,2020-03-26,9,Mid,C++,0.2,2.2
Lori,Gutierrez,brianduffy@example.com,Colombia,2022-03-17,0,Senior,Java,0.2,4.1
Laura,Garcia,seandean@example.org,USA,2022-09-19,12,Lead,C++,4.4,3.1
Nicholas,Chambers,vcoleman@example.org,Ecuador,2020-04-25,3,Senior,C++,9.0,7.7
Kristin,Rodgers,deanbrian@example.com,Brazil,2024-01-17,11,Junior,SQL,6.6,1.9
John,Carroll,cartermichael@example.com,Ecuador,2022-07-23,7,Lead,Java,4.8,2.5
Michelle,Martinez,gwilliams@example.net,Colombia,2022-05-21,8,Mid,Python,7.7,9.5
Allison,Mathis,hgrimes@example.net,Brazil,2022-12-28,0,Mid,SQL,1.4,6.5
Kevin,Adams,turnerrobert@example.com,Colombia,2022-03-28,5,Senior,Data Engineering,6.3,2.4
Cynthia,Blankenship,jennifer16@example.org,Ecuador,2024-06-27,7,Senior,JavaScript,4.5,8.0
Anthony,Figueroa,jennifer43@example.net,Colombia,2022-04-28,8,Mid,Python,0.3,4.2
Lisa,Morris,idillon@example.com,USA,2024-04-10,8,Lead,JavaScript,6.9,6.9
Aaron,Gomez,robinruiz@example.com,Colombia,2020-12-31,8,Mid,Java,9.3,6.9
Alex,Hoffman,timothy61@example.org,Colombia,2022-01-04,0,Mid,Data Engineering,5.0,1.4
Suzanne,Johnson,wgutierrez@example.net,Colombia,2023-09-18,1,Lead,Data Engineering,6.5,9.2
Steven,Larson,wilsonjennifer@example.com,Argentina,2023-07-18,7,Senior,Python,0.7,5.0
Ronald,Haynes,stephaniekim@example.net,Argentina,2024-02-18,13,Junior,Data Engineering,0.5,0.2
Sara,Ramsey,wlawrence@example.com,USA,2023-06-06,8,Junior,Java,8.2,2.5
William,Keller,jonescolleen@example.net,Ecuador,2020-12-04,8,Senior,JavaScript,7.0,5.4
Thomas,Thomas,bmiller@example.org,Mexico,2021-05-13,0,Lead,JavaScript,0.6,6.4
Gary,Payne,michellewilliams@example.com,USA,2022-10-03,9,Junior,C++,6.0,2.4
Jennifer,Diaz,amanda51@example.net,Argentina,2024-12-03,6,Senior,C++,4.3,1.0
Christian,Johns,hrodriguez@example.net,Mexico,2024-03-12,6,Senior,JavaScript,1.4,7.7
Warren,Tucker,smiththomas@example.net,Ecuador,2021-08-19,5,Lead,SQL,5.4,5.9
Amanda,Adams,cynthiacortez@example.net,Brazil,2020-12-25,8,Mid,C++,6.5,6.1
Shannon,Carroll,stacy25@example.org,USA,2021-05-31,5,Mid,SQL,0.0,4.4
Jeffrey,Gonzalez,zevans@example.net,USA,2021-09-27,13,Senior,Java,4.1,0.7
Joseph,Scott,kennedymichael@example.com,Ecuador,2022-05-14,15,Mid,C++,0.4,4.1
Sarah,Vargas,michellesmith@example.net,Ecuador,2024-05-22,5,Junior,Java,1.4,1.3
Jessica,Gray,parkermatthew@example.net,Brazil,2021-06-12,12,Junior,JavaScript,3.0,1.4
Richard,Gonzales,emason@example.com,Ecuador,2022-06-24,14,Junior,SQL,9.1,6.2
Tami,Williams,hutchinsonashley@example.org,Brazil,2023-01-18,9,Lead,Java,4.4,5.5
Tim,Lane,zgeorge@example.org,Mexico,2024-06-22,5,Mid,JavaScript,0.1,9.8
Jennifer,Reeves,efowler@example.com,Colombia,2022-10-07,6,Lead,SQL,8.3,4.3
Justin,Carter,chancock@example.org,Argentina,2022-01-09,15,Senior,Python,5.7,5.2
Catherine,Barker,ibrown@example.com,Mexico,2020-09-09,2,Junior,Python,7.4,8.0
James,Zimmerman,qjones@example.net,Colombia,2020-01-10,13,Junior,Python,6.4,8.0
Jennifer,Gallegos,dana38@example.org,Colombia,2020-04-29,3,Senior,Data Engineering,3.4,3.3
Adam,Sutton,lindamorrison@example.com,Brazil,2023-05-11,14,Senior,C++,4.4,9.4
Katelyn,Boyd,curtis70@example.net,Argentina,2024-04-08,13,Senior,Java,1.5,6.5
Valerie,Collier,aaron30@example.org,USA,2022-11-12,7,Junior,SQL,7.0,1.4
Jamie,Jones,aliciafrazier@example.com,USA,2024-12-09,4,Junior,Java,4.5,3.9
Kristine,Johnson,vsmith@example.com,Argentina,2022-02-26,1,Senior,JavaScript,8.5,1.7
Kristin,Walker,justin61@example.org,Ecuador,2022-10-28,13,Lead,Python,7.1,6.8
Lindsey,Sloan,elliottpeter@example.net,USA,2023-09-23,14,Lead,JavaScript,5.2,0.5
Erika,Lamb,james84@example.org,Ecuador,2020-07-23,11,Junior,C++,5.1,7.0
Madeline,Merritt,byoung@example.net,Mexico,2022-04-28,5,Junior,Java,4.7,7.1
Darrell,Williamson,billyweeks@example.net,Colombia,2020-09-10,1,Mid,SQL,6.3,4.6
Jo,Hendrix,hamptoncaleb@example.net,USA,2020-05-26,7,Mid,SQL,7.0,5.5
Katie,Lawson,larryhoffman@example.com,Colombia,2022-08-05,12,Senior,SQL,1.7,7.3
Shannon,Patel,jlowe@example.com,Colombia,2022-05-26,15,Lead,Python,2.2,5.8
Paul,Carter,sanchezmatthew@example.org,Ecuador,2022-09-27,3,Lead,Data Engineering,1.5,0.7
Brian,Nelson,ihenderson@example.com,Mexico,2021-04-27,13,Lead,JavaScript,9.5,9.3
Alexander,Sanders,gonzaleselizabeth@example.org,Argentina,2021-02-02,6,Junior,JavaScript,4.6,2.8
Megan,Riddle,stevensjoseph@example.com,Brazil,2023-07-24,3,Mid,SQL,3.8,0.1
Tina,Edwards,emily34@example.com,Argentina,2023-04-30,1,Mid,JavaScript,7.7,4.6
Kenneth,Moore,rachelmiller@example.net,Ecuador,2023-07-08,14,Lead,C++,2.7,1.8
Stacy,Bass,yford@example.com,Brazil,2022-05-12,15,Lead,Data Engineering,5.1,2.1
James,Brown,ngates@example.com,Ecuador,2021-03-24,12,Junior,Python,3.0,9.6
Tonya,Carpenter,derrickjohnson@example.com,Mexico,2020-10-25,9,Mid,SQL,2.5,7.1
Zachary,Morales,cummingskaren@example.com,Mexico,2024-08-07,13,Junior,Python,6.4,3.0
Jennifer,Burton,watkinskaren@example.net,Colombia,2024-03-14,0,Mid,SQL,4.7,9.6
Tammy,Wallace,gguzman@example.org,Colombia,2021-12-05,8,Mid,Python,3.0,1.8
Tanya,Gutierrez,lwashington@example.net,Brazil,2023-05-29,11,Mid,Python,7.5,0.2
Lisa,Shelton,adam99@example.org,Ecuador,2022-12-13,15,Junior,Data Engineering,5.9,4.6
Keith,Young,patrick70@example.com,USA,2024-01-14,6,Mid,SQL,2.9,3.1
William,Marshall,ojohnson@example.org,Argentina,2022-03-02,3,Lead,SQL,9.5,6.8
Amy,Foster,jeffrey82@example.org,Colombia,2021-12-19,10,Mid,C++,7.2,2.6
Dennis,Jensen,shahcarla@example.net,Colombia,2022-08-20,9,Senior,C++,0.9,7.1
Theresa,Gross,wmarsh@example.net,Mexico,2021-06-24,3,Senior,JavaScript,7.7,1.4
Matthew,Cummings,amandawoods@example.org,USA,2020-10-29,9,Lead,Java,6.1,5.9
Felicia,Munoz,michaelacevedo@example.org,USA,2021-04-17,12,Junior,Data Engineering,6.6,5.8
Christine,Rodriguez,santoskaren@example.net,Ecuador,2023-05-27,10,Junior,SQL,5.5,5.6
Daniel,Parrish,randymcbride@example.net,Mexico,2024-06-20,6,Mid,SQL,7.7,7.5
Jonathan,Davis,clarkjames@example.org,Mexico,2021-03-10,2,Junior,SQL,2.7,5.0
Timothy,Hill,williamlopez@example.net,USA,2022-01-28,7,Junior,Python,7.2,1.1
William,Bryan,vhenson@example.org,Mexico,2021-06-19,1,Lead,Data Engineering,8.0,5.0
Andrew,Rodriguez,youngkelly@example.com,Brazil,2024-05-02,15,Senior,Java,7.2,8.4
Andrew,Haynes,zachary33@example.com,Ecuador,2023-02-16,14,Senior,JavaScript,1.6,8.4
Anthony,Mccoy,lwest@example.org,Brazil,2024-10-25,10,Lead,SQL,6.0,1.5
Hector,Schwartz,pmitchell@example.org,Brazil,2024-01-23,8,Lead,Python,4.0,3.7
Dawn,Smith,tiffany51@example.com,Mexico,2023-11-22,3,Senior,Java,2.7,6.7
Pamela,Gates,qmoore@example.org,USA,2024-02-04,4,Lead,SQL,7.9,0.8
Christopher,Lambert,mandy29@example.net,Argentina,2022-05-11,1,Mid,C++,9.7,1.4
Steven,Allen,sullivandavid@example.org,Mexico,2022-02-07,8,Lead,Python,6.8,8.9
Carl,Roberson,candice24@example.org,Brazil,2020-03-17,1,Senior,Data Engineering,0.0,8.0
James,Harris,nwilliams@example.net,Mexico,2021-04-10,13,Mid,JavaScript,6.4,0.5
Travis,Morgan,rachelkline@example.net,Colombia,2022-10-01,14,Mid,C++,6.3,0.6
Lisa,Harris,ericsmith@example.com,Brazil,2024-04-30,4,Lead,SQL,2.1,0.9
Jennifer,Giles,sydney91@example.net,USA,2024-10-23,10,Senior,Python,1.0,4.4
Bailey,Holt,paultaylor@example.org,Colombia,2022-12-11,8,Mid,C++,9.9,8.2
Joel,Garcia,scott47@example.net,USA,2023-11-14,6,Mid,Java,0.3,7.5
Nathan,Salas,ashley36@example.org,Argentina,2023-09-05,0,Senior,JavaScript,5.0,9.4
Shane,Hernandez,tsimpson@example.org,Ecuador,2022-10-15,1,Mid,Data Engineering,2.6,6.0
Andrew,Perez,jason08@example.com,Mexico,2022-05-22,7,Senior,Java,6.9,0.7
Kathleen,Shah,cgreen@example.org,USA,2020-04-08,13,Junior,SQL,7.0,2.0
Stephanie,Perry,madisonliu@example.org,Colombia,2023-03-10,8,Mid,SQL,5.0,8.8
Sandy,Gonzalez,erincoleman@example.org,Ecuador,2022-02-17,10,Lead,Data Engineering,2.0,9.3
Chad,Johnston,qreilly@example.org,Ecuador,2020-12-11,5,Lead,SQL,0.2,6.4
William,Barrera,pagekathy@example.com,Argentina,2021-06-06,0,Senior,JavaScript,6.3,1.9
Elizabeth,Sanchez,josephmiles@example.org,USA,2022-04-23,3,Lead,Python,0.9,5.6
Brian,Salazar,nathanolson@example.org,Argentina,2022-07-25,15,Junior,SQL,7.3,1.3
Brian,Mccoy,torresmorgan@example.org,Colombia,2024-03-29,12,Mid,JavaScript,1.5,5.3
Cory,Mitchell,deborahscott@example.org,USA,2022-02-09,15,Mid,Java,2.5,1.3
Barbara,Brewer,christianwheeler@example.org,Colombia,2020-10-02,5,Mid,SQL,3.3,5.5
Dana,Collins,delgadodiane@example.com,Ecuador,2024-02-20,2,Lead,Python,4.7,7.7
Lauren,Henry,goodwinanna@example.net,Colombia,2024-12-15,13,Mid,Java,8.4,0.5
Joseph,Harris,nflores@example.org,Colombia,2023-06-26,8,Mid,JavaScript,4.2,6.8
Kirsten,Bell,jerry97@example.com,Argentina,2020-05-02,14,Senior,Java,0.2,5.1
Melinda,Baker,ewilliamson@example.net,Mexico,2024-10-05,2,Junior,JavaScript,7.6,5.8
Lauren,Stephens,tylermays@example.org,Brazil,2020-02-25,0,Mid,JavaScript,2.7,7.5
Mark,Carr,sally28@example.org,USA,2024-01-04,5,Senior,JavaScript,9.3,6.9
Claudia,Riley,sarahjones@example.net,Colombia,2022-01-11,9,Senior,Python,8.4,4.5
Earl,Ryan,reevessarah@example.net,Mexico,2022-11-16,1,Mid,Data Engineering,7.5,1.0
Tyler,Ferguson,johnsonjulie@example.com,USA,2021-07-27,12,Junior,SQL,2.3,4.2
Jessica,Matthews,smoore@example.net,USA,2024-05-11,7,Senior,Python,2.5,2.0
Kyle,Norton,jeffreywhite@example.org,USA,2024-04-14,14,Lead,SQL,5.8,7.9
Charles,Allen,hinessean@example.net,USA,2022-07-20,2,Senior,Python,0.5,3.0
Tanner,Gonzalez,briana59@example.org,Ecuador,2023-04-17,2,Senior,Java,7.3,9.0
Wendy,Potter,julie49@example.net,Colombia,2020-08-04,6,Mid,JavaScript,4.1,9.6
Chelsea,Bowen,ruizpamela@example.org,Ecuador,2020-10-06,5,Mid,Python,4.7,8.9
James,Serrano,oharris@example.com,Argentina,2022-03-06,15,Mid,JavaScript,6.8,4.1
Robin,Cole,marymarsh@example.com,Mexico,2021-01-14,8,Junior,Python,8.5,4.1
Heather,Price,andrewsbarbara@example.org,Argentina,2020-09-30,2,Senior,Data Engineering,4.6,9.5
Angela,Cooper,huntererin@example.org,USA,2024-05-25,11,Senior,JavaScript,9.2,9.2
Alan,Wood,leachlouis@example.org,Argentina,2024-04-18,7,Senior,C++,7.7,8.9
Heather,Miller,ballardelizabeth@example.net,Brazil,2022-02-23,13,Lead,SQL,3.1,3.2
Jose,Wallace,williamgarcia@example.net,Mexico,2022-04-27,11,Senior,C++,9.8,5.0
Gabriel,Conner,zguerrero@example.com,Colombia,2023-11-22,5,Mid,Java,4.9,8.6
Rebecca,Lam,pbrown@example.net,Argentina,2022-01-17,10,Mid,Python,2.6,2.9
Christy,Stevens,csantos@example.org,Colombia,2024-07-18,8,Lead,Python,0.5,9.9
Robert,Velasquez,jhenderson@example.org,Colombia,2022-08-03,12,Mid,JavaScript,6.9,9.0
Debra,Powell,morganwilliam@example.org,USA,2021-05-29,2,Mid,SQL,7.1,1.9
Evelyn,Benton,jonathanmartinez@example.com,Ecuador,2021-02-11,11,Lead,Java,7.7,1.1
Tracy,Johnson,valerie91@example.com,Argentina,2024-05-16,10,Mid,JavaScript,5.7,6.6
Deborah,Phillips,lisa55@example.org,Ecuador,2023-06-10,9,Mid,SQL,4.5,2.0
Katie,Wall,jason15@example.com,Argentina,2022-12-03,10,Mid,JavaScript,2.9,4.8
Mark,Watts,hendersonamy@example.net,Ecuador,2023-05-24,1,Junior,JavaScript,3.2,5.5
Kyle,Cruz,nicholsongina@example.org,Colombia,2020-01-09,8,Mid,SQL,3.1,5.8
Mary,Perry,fwarner@example.net,Argentina,2023-03-23,12,Mid,C++,2.8,0.5
Carla,Crawford,justinhudson@example.net,USA,2022-01-31,15,Lead,Java,5.9,0.5
Andrew,Alexander,austinterrance@example.net,Colombia,2021-10-27,0,Junior,C++,3.2,4.7
Ryan,Brown,greeneheather@example.net,Colombia,2022-03-29,15,Senior,Data Engineering,0.8,1.9
Deborah,Herrera,johnsonerin@example.com,Ecuador,2024-05-24,1,Junior,JavaScript,0.8,4.5
Cynthia,Middleton,caitlin81@example.net,Argentina,2020-09-17,6,Junior,Python,3.6,6.7
Sarah,Thompson,hinesaaron@example.com,Ecuador,2021-11-12,14,Mid,Data Engineering,3.7,5.3
Cynthia,Trujillo,uhodges@example.net,USA,2023-05-22,1,Lead,Data Engineering,5.9,9.2
Alexis,Hampton,campbellrebecca@example.net,USA,2020-09-17,7,Senior,C++,1.2,6.3
Kathryn,Kirby,karen18@example.net,Brazil,2021-06-17,1,Lead,SQL,3.5,9.4
Heather,Baker,amyfoster@example.net,Argentina,2020-09-24,9,Junior,SQL,7.2,6.9
Brittany,Richardson,ekennedy@example.com,Brazil,2022-09-21,9,Junior,JavaScript,2.0,7.5
Mathew,King,alexandra52@example.com,Mexico,2023-01-19,3,Junior,Data Engineering,6.0,3.9
Steve,Zimmerman,phillipsbrianna@example.net,Colombia,2024-04-03,1,Senior,SQL,8.9,4.1
Bianca,Brown,dawsonmichael@example.net,Ecuador,2024-12-25,4,Senior,Python,2.5,7.2
Christopher,Williams,brandon36@example.com,Argentina,2024-06-01,15,Mid,JavaScript,2.7,5.6
Alexandria,Acosta,dawn18@example.net,Ecuador,2020-07-11,5,Lead,JavaScript,5.4,3.3
Theodore,Reynolds,carolynwhite@example.com,Mexico,2022-04-15,12,Senior,C++,1.1,5.4
Glenn,Underwood,jkent@example.com,USA,2024-10-24,4,Senior,Data Engineering,5.1,3.4
Monique,Bruce,fosterjustin@example.org,Colombia,2020-12-14,6,Lead,Python,8.1,7.2
Alison,Cuevas,nking@example.org,Colombia,2023-01-10,6,Mid,C++,5.9,5.5
Jesus,Underwood,debra86@example.com,Mexico,2021-04-20,2,Lead,Data Engineering,8.6,0.1
Matthew,Greene,mooremelanie@example.net,Colombia,2022-01-07,3,Senior,Java,7.5,6.4
Wendy,Cohen,dcarroll@example.org,Ecuador,2023-01-29,0,Junior,Data Engineering,3.2,8.4
Deborah,Clark,fparker@example.org,Mexico,2024-07-08,7,Junior,JavaScript,1.2,2.9
Michelle,Hughes,amber56@example.net,Mexico,2024-12-01,15,Lead,C++,8.5,2.0
Stacey,Huerta,deborah52@example.com,Argentina,2022-03-17,0,Mid,SQL,0.7,4.2
Regina,Marquez,henrymartinez@example.org,Brazil,2023-05-01,7,Lead,Java,4.5,0.6
Laura,Avila,dorseybrian@example.com,USA,2023-12-26,11,Junior,Python,5.7,9.5
Mikayla,Ortiz,justin78@example.net,Colombia,2023-08-20,15,Senior,Python,0.1,3.5
Lauren,Murray,castrogary@example.com,Argentina,2024-02-24,4,Mid,Data Engineering,6.8,6.3
Franklin,Smith,mmorgan@example.net,Ecuador,2022-06-09,9,Senior,Python,0.1,9.2
Christopher,Cuevas,jessica62@example.org,USA,2021-08-29,7,Junior,Data Engineering,8.5,7.7
Amber,Medina,patrick73@example.net,Argentina,2023-02-21,4,Junior,JavaScript,4.6,3.3
Anna,Brown,vincentsullivan@example.com,Mexico,2024-07-11,9,Mid,Data Engineering,5.3,3.7
James,Cook,thompsonandrew@example.org,USA,2023-01-06,9,Mid,JavaScript,1.8,1.2
Anthony,Mitchell,qjohnson@example.org,Brazil,2020-08-21,15,Senior,Data Engineering,8.3,4.4
Daniel,Hines,zmartin@example.org,Brazil,2021-06-11,3,Senior,Python,4.8,9.4
Lisa,Roy,krausenicholas@example.com,Colombia,2022-04-20,15,Senior,SQL,8.0,6.9
Stephen,Barry,parkerdonald@example.org,Brazil,2022-06-23,2,Mid,JavaScript,0.2,8.8
Rachel,Gonzalez,brandihunter@example.org,Colombia,2022-11-13,9,Senior,Data Engineering,3.4,6.8
Dalton,Sims,caleb87@example.net,Mexico,2024-01-09,15,Junior,Data Engineering,9.7,9.8
Samuel,Rosario,uross@example.net,Ecuador,2024-10-21,12,Mid,JavaScript,4.9,9.6
Teresa,Flores,sosaallison@example.org,Argentina,2020-11-08,10,Junior,C++,9.9,3.2
Julia,Wright,silvaanthony@example.org,Ecuador,2023-10-08,11,Mid,Data Engineering,0.5,8.5
Adam,Wong,rphillips@example.com,Argentina,2024-08-12,15,Senior,C++,9.2,2.7
Tracy,Chapman,browndanielle@example.net,Colombia,2024-11-15,10,Lead,SQL,0.4,3.5
Noah,Swanson,westjohn@example.net,Argentina,2020-12-18,8,Junior,SQL,8.2,7.8
Jeffrey,Robinson,qwilliams@example.com,USA,2021-05-07,6,Mid,SQL,9.6,9.3
Kimberly,Bowers,beasleysteven@example.com,Argentina,2023-04-24,13,Senior,Java,9.9,1.4
David,Fox,johnsontimothy@example.org,USA,2021-06-17,7,Junior,Data Engineering,4.1,2.9
Dana,Morgan,ukramer@example.org,Argentina,2020-08-22,3,Lead,C++,0.6,3.5
Tammy,Mckee,ruizmark@example.org,Ecuador,2021-09-09,6,Lead,Python,7.7,9.6
Kelli,Hernandez,steven30@example.net,Mexico,2024-03-03,2,Lead,JavaScript,6.2,0.9
Kevin,Martin,hmartinez@example.com,USA,2022-09-11,10,Lead,Python,3.2,7.7
Patrick,Moore,adamsalexandra@example.com,USA,2024-10-18,5,Junior,C++,0.0,9.9
Jason,Parks,perkinssamuel@example.org,Mexico,2021-05-16,14,Lead,SQL,9.4,7.9
Dustin,Bailey,joshuaschmidt@example.com,Colombia,2024-02-12,10,Junior,Python,9.6,9.3
Jessica,Martin,johnsonleslie@example.com,Brazil,2021-02-21,9,Lead,Python,5.4,7.1
Crystal,Torres,zpaul@example.net,Brazil,2023-02-25,5,Mid,Data Engineering,0.1,9.6
Daniel,Lewis,jessicathompson@example.net,Brazil,2022-06-11,9,Senior,SQL,3.8,8.4
Jacob,Peterson,robert56@example.com,Mexico,2023-02-08,3,Mid,Java,3.2,0.7
Albert,Howard,grosswilliam@example.com,Ecuador,2023-01-25,4,Lead,Data Engineering,2.6,6.0
Isaac,Jackson,stewartdawn@example.net,USA,2024-12-11,2,Mid,Data Engineering,7.3,3.3
Brandon,Simmons,kelsey05@example.com,Ecuador,2024-07-13,10,Senior,SQL,0.7,8.4
Tommy,Moore,allison10@example.net,Ecuador,2021-03-08,1,Junior,C++,0.0,9.0
Sheryl,Davis,anthony17@example.org,Colombia,2021-06-15,1,Mid,Java,1.0,2.1
Peter,Whitaker,kdavis@example.net,Mexico,2022-11-08,10,Senior,SQL,8.8,9.3
Jill,Lawson,soliver@example.org,USA,2023-07-03,12,Lead,Python,0.6,7.6
Ian,Callahan,aphillips@example.com,Ecuador,2021-09-25,11,Lead,JavaScript,9.4,3.0
Lori,Jones,twilcox@example.net,Brazil,2023-11-15,4,Junior,Python,4.2,2.4
Christina,Zamora,tararamos@example.net,Brazil,2021-12-22,14,Senior,Data Engineering,6.5,2.1
Kristina,Davis,alexander27@example.org,Argentina,2024-11-22,12,Lead,JavaScript,1.3,2.9
Brenda,Price,bradprice@example.org,Brazil,2023-06-09,7,Junior,Data Engineering,5.4,0.7
Sherry,Bennett,clewis@example.com,Mexico,2024-08-20,9,Mid,Java,0.8,5.1
Patrick,Oliver,nicholas00@example.net,Brazil,2020-08-16,2,Lead,SQL,8.3,8.7
David,Buchanan,iharmon@example.com,Ecuador,2021-09-28,6,Junior,Java,0.5,4.8
Sean,Anderson,robert46@example.org,Mexico,2023-08-05,10,Senior,Java,2.3,3.7
Tom,Lamb,fhamilton@example.net,Argentina,2021-12-31,15,Mid,Java,2.7,4.0
Maria,Pena,elizabethvelez@example.net,Mexico,2020-10-14,10,Senior,Data Engineering,6.5,1.0
Anthony,Hays,johnsonvickie@example.net,Argentina,2021-07-14,6,Lead,SQL,3.6,5.9
Denise,Jones,matthew66@example.net,Argentina,2024-03-10,14,Lead,JavaScript,4.7,6.2
Stephanie,Walker,gregorynelson@example.net,Brazil,2023-05-26,14,Lead,Data Engineering,6.1,6.8
Alyssa,Parsons,nbishop@example.net,USA,2021-01-03,5,Lead,Data Engineering,4.2,1.5
Jennifer,Mooney,grayallison@example.net,Brazil,2022-01-31,3,Mid,Python,3.5,7.8
Kristen,Martin,virginianguyen@example.org,Mexico,2023-10-10,7,Senior,Data Engineering,6.4,1.7
Alexa,Fields,wilkinsbrett@example.net,Colombia,2022-03-31,7,Senior,Data Engineering,1.8,5.6
Trevor,Moreno,kristenbest@example.com,USA,2023-11-06,8,Junior,Data Engineering,6.1,9.8
Amy,Flores,vreyes@example.net,Brazil,2021-01-25,2,Senior,Java,0.6,6.7
Lisa,Bryant,jcook@example.org,Ecuador,2020-04-05,5,Senior,C++,0.4,6.7
Justin,Walsh,brownjamie@example.com,Mexico,2021-10-24,4,Senior,Java,1.2,4.9
James,Williams,jennifersanchez@example.net,Colombia,2023-03-20,3,Junior,JavaScript,8.3,8.4
Daniel,Williams,lukefinley@example.org,Brazil,2021-10-07,14,Senior,C++,9.2,9.5
Sara,Daniel,castillorhonda@example.org,Ecuador,2024-04-16,5,Senior,Java,5.7,2.4
Nicolas,Kaiser,fbrown@example.net,USA,2024-05-31,8,Mid,SQL,8.9,6.8
Laura,Mcclure,fstephens@example.org,Brazil,2022-07-02,11,Mid,Data Engineering,8.2,8.7
Monique,Lamb,victoriastrickland@example.org,Ecuador,2022-07-29,3,Mid,JavaScript,1.6,6.4
David,Hays,collinsdiane@example.net,USA,2022-04-08,2,Mid,Java,6.2,5.2
Brandy,Edwards,hollyeverett@example.net,USA,2021-12-04,2,Senior,JavaScript,4.3,8.4
Robin,Huff,xcarr@example.org,Brazil,2023-05-21,9,Junior,Java,8.3,9.7
Anita,Davidson,kathleenrodriguez@example.org,Ecuador,2021-11-07,14,Junior,JavaScript,5.4,7.6
Javier,Ortiz,jacobbrooks@example.com,Colombia,2024-06-09,0,Mid,C++,3.4,6.7
Martin,Zhang,jmccarthy@example.com,Brazil,2021-09-12,2,Junior,Python,5.0,1.9
Barbara,Kaufman,garytorres@example.com,Mexico,2024-08-07,9,Senior,C++,9.9,4.9
Justin,Cherry,meganbarrett@example.org,Colombia,2024-12-28,5,Senior,Data Engineering,9.3,0.0
Michael,Moreno,emartin@example.net,Mexico,2021-07-29,2,Junior,Data Engineering,7.3,3.3
Cody,Hicks,keith47@example.org,Ecuador,2023-04-15,2,Lead,Python,4.6,1.6
Nicole,Ferrell,fisherpamela@example.net,Ecuador,2021-04-19,13,Senior,Python,9.5,1.2
Heather,Ayala,kathleeningram@example.net,Argentina,2023-09-01,15,Lead,SQL,1.4,6.3
John,Rios,ehernandez@example.com,Brazil,2021-07-01,12,Senior,SQL,3.4,5.0
Darren,Allen,matthewssergio@example.net,Ecuador,2020-07-12,1,Mid,JavaScript,6.4,1.7
Robert,Smith,lwalters@example.net,Mexico,2023-01-05,5,Junior,Java,1.8,5.5
Terri,Morton,davidweber@example.net,USA,2022-09-04,7,Mid,C++,8.3,8.8
Abigail,Chavez,jerry97@example.org,Argentina,2020-06-06,9,Junior,JavaScript,1.7,4.7
Ronald,Kane,eduardotanner@example.org,USA,2022-02-08,5,Lead,SQL,3.7,3.4
Deborah,Johnson,gstevens@example.com,Colombia,2022-08-04,7,Mid,JavaScript,5.0,0.2
Debra,Smith,george16@example.net,Mexico,2023-11-18,6,Mid,Java,2.8,3.6
Kristy,Russo,jeremysalinas@example.net,Mexico,2020-12-10,11,Junior,JavaScript,2.0,8.7
Michelle,Thomas,nichole44@example.org,Mexico,2023-01-05,6,Mid,Python,1.0,7.7
Angel,Patterson,kellerzachary@example.net,USA,2022-08-26,11,Junior,SQL,8.1,4.2
Robert,Reid,diana25@example.net,Ecuador,2023-09-29,11,Senior,C++,8.0,3.3
Mario,Anderson,holsen@example.com,Argentina,2022-04-25,14,Mid,Java,5.5,1.3
Angela,Gomez,parkermelissa@example.org,Argentina,2021-04-13,13,Lead,Python,9.4,4.8
Michael,Mitchell,ygallegos@example.com,Colombia,2020-12-15,8,Lead,SQL,2.1,4.9
Anna,Ray,kimjacob@example.com,Mexico,2023-10-16,1,Mid,Python,6.5,1.4
Joann,Craig,dcummings@example.com,Mexico,2021-08-26,14,Lead,Java,6.7,9.3
